"","SLP gradient","Freshwater","Wind stress","Downwelling","SST","Advection","SSH","era"
"1950",3.49552408854167,NA,0.109047897648112,-7.11111111111111,4.41237511511717,47.777,0.137236630770131,"1"
"1951",3.28474934895833,NA,0.0709149530523929,3.77777777777778,4.09406930717985,53.313,0.0821604536514695,"1"
"1952",1.90020751953125,NA,0.0829754165914001,0.888888888888889,3.96695228164097,49.818,0.131037637947175,"1"
"1953",12.5478515625,NA,0.0836025453788651,0.222222222222222,4.77455051743457,58.541,0.148018087535842,"1"
"1954",8.83638509114583,NA,0.0544919216870956,-3.88888888888889,4.57138058631618,55.92,0.112827352015103,"1"
"1955",11.1546020507812,NA,0.0638959226120546,0.222222222222222,5.04397868129199,50.403,0.0762780685860337,"1"
"1956",3.03120930989583,NA,0.0608888922544272,0.333333333333333,4.60606358800832,49.452,0.0826432409107239,"1"
"1957",8.02370198567708,NA,0.0561304728723179,-2.66666666666667,4.77895558041236,50.996,0.0715316394101689,"1"
"1958",11.8528645833333,NA,0.0885961507488082,6.11111111111111,5.82520522079467,55.635,0.225187255187422,"1"
"1959",8.8426513671875,NA,0.0768482686983973,0.222222222222222,5.26898115787755,55.613,0.124326731665776,"1"
"1960",13.9070231119792,NA,0.0817343950761278,-3,4.94020601048691,56.912,0.15388966324365,"1"
"1961",12.3538411458333,NA,0.0817123505848302,-4.88888888888889,5.25704201542787,59.619,0.166377430199844,"1"
"1962",7.62095133463542,-0.533046650031724,0.0543200912216214,1.77777777777778,4.98196197062043,52.124,0.0801048413356846,"1"
"1963",8.25858561197917,-0.00826974588833338,0.0845517956549585,9.11111111111111,5.44418507063873,58.318,0.103247462354529,"1"
"1964",10.3017171223958,0.207790829862448,0.0800721001756599,1.11111111111111,5.23007729099455,58.22,0.0910292534456632,"1"
"1965",5.08406575520833,-0.340034632258433,0.0705167299397553,4.22222222222222,4.20646953846363,50.386,0.0967458525258634,"1"
"1966",4.0008544921875,-0.485489585867619,0.066795707752065,11.2222222222222,4.6423244697803,50.677,0.133708582417323,"1"
"1967",2.72690836588542,-0.839996137109925,0.0718420743536742,8,4.52771850446488,52.128,0.0726155310637381,"1"
"1968",3.94720458984375,-0.22712814588608,0.0784320482464741,-0.666666666666667,4.67341408034002,54.059,0.171335465683896,"1"
"1969",5.20218912760417,-1.44752276471695,0.0690053017998039,2.33333333333333,3.93918007471035,47.16,0.162444875319289,"1"
"1970",11.7917277018229,0.711393309244983,0.0984820629820511,-1.77777777777778,5.3324278816435,59.623,0.196042394815968,"1"
"1971",2.62361653645833,-1.03844514320623,0.0745508487251213,1.11111111111111,3.97980325052979,50.858,0.128964780369758,"1"
"1972",4.09840901692708,-1.51887364324844,0.0744729171003059,3.11111111111111,3.52014188255472,48.873,0.0998177444076755,"1"
"1973",5.49399820963542,-0.466097086381111,0.0599872905113368,-5.22222222222222,4.28895259375763,53.182,0.139334612186903,"1"
"1974",2.50142415364583,-1.2275730121607,0.0829783883074067,4.55555555555556,4.20504604949796,54.093,0.137100367057018,"1"
"1975",10.4314982096354,-0.308541326231259,0.0597254974501867,-1,4.3325665474488,51.892,0.134362008367689,"1"
"1976",9.12884521484375,-0.549546755181102,0.0510909469064951,-2.77777777777778,4.31161695766216,56.161,0.110282650354326,"1"
"1977",17.3314005533854,1.44689510307558,0.104084074979493,1.44444444444444,5.43545268416832,59.962,0.165076682697504,"1"
"1978",5.10394287109375,-0.720682386585017,0.0922552177855724,8.66666666666667,4.88351937753937,55.095,0.204058386920354,"1"
"1979",9.61104329427083,-0.167448459052087,0.0779673681484812,-3.55555555555556,5.02803432513049,55.719,0.118431238987698,"1"
"1980",8.48246256510417,1.10845867087624,0.0950511578887229,4,4.87176557452826,55.2,0.204268884888062,"1"
"1981",11.252685546875,1.00278581079794,0.0810594196639074,1.33333333333333,5.47938449700757,58.828,0.18504573337288,"1"
"1982",7.36897786458333,-1.31386914006521,0.066536880506133,0.444444444444444,4.47024200139882,50.642,0.133932504159773,"1"
"1983",10.6769002278646,-0.216177694824307,0.106917415232747,-3.44444444444444,5.49635872417773,59.985,0.281439199661597,"1"
"1984",7.85693359375,0.259141134036295,0.0896451781302045,-3.44444444444444,5.57885589869715,57.881,0.204817782138657,"1"
"1985",10.2679443359375,-0.213290016384291,0.0811360684935672,-0.555555555555555,5.08944593540216,51.845,0.109331985840845,"1"
"1986",11.3965250651042,-0.312833982504345,0.0927446421998381,-1.66666666666667,5.03150866028023,58.294,0.184318520052311,"1"
"1987",13.8614908854167,0.953098371441645,0.0734434607341096,-13.2222222222222,5.62290877667106,60.031,0.224814317165277,"1"
"1988",10.5709635416667,1.37815958160629,0.110765909683186,-7.33333333333333,5.29767256253053,53.998,0.169572534845171,"1"
"1989",10.0511271158854,-0.845066208577423,0.072589133489115,1.88888888888889,4.51475507394753,50.999,0.0908264974099843,"2"
"1990",10.31689453125,0.986798527076754,0.0652289869074891,3.55555555555556,4.57424636695566,59.24,0.116910409901896,"2"
"1991",3.83951822916667,0.2240940672199,0.0748908067454476,1.22222222222222,4.63335443173544,57.231,0.117714814495486,"2"
"1992",13.4372151692708,1.30077307167488,0.0734181206131666,1.88888888888889,4.95902774391875,59.71,0.226636521989464,"2"
"1993",7.97591145833333,0.953928454037945,0.0825973973256479,3.66666666666667,4.82775048109116,48.728,0.225959573393194,"2"
"1994",11.1377766927083,0.808309500181664,0.0627000711175339,-3.66666666666667,5.2871032197251,59.718,0.153038569406057,"2"
"1995",7.57958984375,-0.201402157037809,0.0855940963213193,1.11111111111111,4.51735507323933,54.764,0.192456102944337,"2"
"1996",3.36930338541667,-0.39384368338191,0.0646203505449604,2.22222222222222,4.87190555024162,53.916,0.132165524344414,"2"
"1997",5.55128987630208,0.0877348600496596,0.0960439781429989,0.777777777777778,4.81130235875156,57.198,0.168089813337876,"2"
"1998",11.3330485026042,0.226209358452152,0.10694503623358,10.8888888888889,5.88607190588555,59.582,0.269399941002584,"2"
"1999",6.74287923177083,-0.248401485370967,0.0817792263084996,-5,4.84814186009772,54.274,0.140606059379175,"2"
"2000",11.9504597981771,1.37794995821612,0.0877747390163824,-1.33333333333333,4.6525703507822,55.366,0.156736280431605,"2"
"2001",13.7721761067708,0.454125238094116,0.0716956468774653,-7.22222222222222,5.19033499621903,57.03,0.104872681479901,"2"
"2002",9.8465576171875,-0.99152933354763,0.0649725096593888,-2.77777777777778,4.54228866797575,51.239,0.0911290954539759,"2"
"2003",10.6360066731771,0.30038419660616,0.0715611133600511,-1.33333333333333,5.9197148418163,55.748,0.168336357647537,"2"
"2004",6.89272054036458,0.914213091039034,0.0808626723751285,2.66666666666667,5.12907151760102,54.614,0.178698251351842,"2"
"2005",9.56172688802083,1.44753837385325,0.0751529645658035,-2.33333333333333,5.48251297645092,53.29,0.168653255764745,"2"
"2006",10.7076619466146,-0.772766186992831,0.072442146887523,1.33333333333333,4.92434715241594,55.42,0.140424309651821,"2"
"2007",9.50608317057292,-0.075589921461728,0.10901374673832,-3.66666666666667,4.25785071758974,56.745,0.125446954748442,"2"
"2008",9.23531087239583,-0.155587443821475,0.0790349826048884,-1.55555555555556,4.300957522595,51.95,0.098431416569998,"2"
"2009",8.33624267578125,-0.530728779668116,0.0565183685748317,4,4.02175230695377,51.94,0.0579293028382847,"2"
"2010",9.76727294921875,NA,0.102868945066268,-1.33333333333333,5.19948108399074,54.747,0.238156808110384,"2"
"2011",6.70094807942708,NA,NA,1.44444444444444,4.86874405723036,49.459,NA,"2"
"2012",10.6034342447917,NA,NA,-7.88888888888889,4.11619122511194,58.846,NA,"2"
